Entity	Year	Annual COâ‚‚ emissions (per capita)
North Korea	1926	22886723
North Macedonia	1926	63871574
Norway	1926	23124485
Oceania	1926	39878254
Papua New Guinea	1926	0
Peru	1926	9191341
Philippines	1926	48506917
Poland	1926	18642147
Portugal	1926	48531604
Romania	1926	10836196
Russia	1926	57538605
Serbia	1926	8939344
Sierra Leone	1926	0
Singapore	1926	0
Slovakia	1926	36899474
Slovenia	1926	7977362
South Africa	1926	37589078
South America	1926	39535144
South Korea	1926	75516426
Spain	1926	8155083
Sweden	1926	2114035
Switzerland	1926	18771276
Taiwan	1926	11652138
Tajikistan	1926	20895337
Trinidad and Tobago	1926	4797267
Turkey	1926	21051349
Turkmenistan	1926	6711117
Tuvalu	1926	0
Ukraine	1926	5025991
United Kingdom	1926	5336817
United States	1926	16812035
Upper-middle-income countries	1926	28994417
Uzbekistan	1926	40583786
Venezuela	1926	31047386
Vietnam	1926	19108589
World	1926	18362813
Zimbabwe	1926	13457392
Africa	1925	20180704
Algeria	1925	5357156
Andorra	1925	0
Argentina	1925	11020316
Armenia	1925	10835557
Asia	1925	19293027
Asia (excl. China and India)	1925	39314315
Australia	1925	51087523
Austria	1925	28875096
Azerbaijan	1925	2843408
Belarus	1925	23589703
Belgium	1925	10029748
Bhutan	1925	0
Bosnia and Herzegovina	1925	5234797
Brazil	1925	17593488
Brunei	1925	0
Bulgaria	1925	33149645
Canada	1925	8028306
Chile	1925	87873757
China	1925	9701566
Colombia	1925	626005
Cote d'Ivoire	1925	0
Croatia	1925	40529487
Czechia	1925	34383857
Democratic Republic of Congo	1925	19932797
Denmark	1925	31588998
Ecuador	1925	3567938
Egypt	1925	41100673
Estonia	1925	48246074
Europe	1925	32323763
Europe (excl. EU-27)	1925	285474
Europe (excl. EU-28)	1925	487733
European Union (27)	1925	34657938
European Union (28)	1925	4321344
Finland	1925	52119946
France	1925	5411551
Georgia	1925	7860135
Germany	1925	70439167
Greece	1925	32552063
Guinea	1925	0
High-income countries	1925	6166964
Hungary	1925	12262315
India	1925	1277203
Indonesia	1925	22053869
Iran	1925	13102129
Ireland	1925	17142876
Italy	1925	8051899
Japan	1925	13591632
Kazakhstan	1925	68175393
Kyrgyzstan	1925	22133072
Latvia	1925	19122165
Lithuania	1925	23737016
Low-income countries	1925	20173943
Lower-middle-income countries	1925	1299427
Malaysia	1925	8121824
Mauritania	1925	0
Mexico	1925	36790686
Moldova	1925	29447395
Montenegro	1925	2442526
Netherlands	1925	4579762
New Zealand	1925	30103009
Nigeria	1925	26089506
North America	1925	12505643
North America (excl. USA)	1925	33911507
North Korea	1925	21669117
North Macedonia	1925	66172767
Norway	1925	27788672
Oceania	1925	40621634
Papua New Guinea	1925	0
Peru	1925	9436703
Philippines	1925	8135821
Poland	1925	18926381
Portugal	1925	48878124
Romania	1925	8870015
Russia	1925	4007862
Serbia	1925	93741983
Sierra Leone	1925	0
Singapore	1925	0
Slovakia	1925	365279
Slovenia	1925	8264768
South Africa	1925	36516728
South America	1925	3886957
South Korea	1925	71488135
Spain	1925	8538471
Sweden	1925	21812606
Switzerland	1925	19057696
Taiwan	1925	11255842
Tajikistan	1925	1455379
Trinidad and Tobago	1925	4780622
Turkey	1925	16685525
Turkmenistan	1925	4674374
Tuvalu	1925	0
Ukraine	1925	35006616
United Kingdom	1925	9720287
United States	1925	15735723
Upper-middle-income countries	1925	2837832
Uzbekistan	1925	28267092
Venezuela	1925	19756739
Vietnam	1925	20103806
World	1925	18860849
Zimbabwe	1925	10814468
Africa	1924	19445343
Algeria	1924	481467
Andorra	1924	0
Argentina	1924	11068493
Armenia	1924	11079104
Asia	1924	19238414
Asia (excl. China and India)	1924	38007045
Australia	1924	4952716
Austria	1924	30658693
Azerbaijan	1924	29073405
Belarus	1924	24120101
Belgium	1924	9866386
Bhutan	1924	0
Bosnia and Herzegovina	1924	48045355
Brazil	1924	17048419
Brunei	1924	0
Bulgaria	1924	3434094
Canada	1924	8402561
Chile	1924	9440458
China	1924	103484906
Colombia	1924	28621716
Cote d'Ivoire	1924	0
Croatia	1924	37245336
Czechia	1924	36863062
Democratic Republic of Congo	1924	25352765
Denmark	1924	36684048
Ecuador	1924	22721095
Egypt	1924	37430473
Estonia	1924	48921567
Europe	1924	32883122
Europe (excl. EU-27)	1924	30192535
Europe (excl. EU-28)	1924	4918395
European Union (27)	1924	34549615
European Union (28)	1924	4395346
Finland	1924	5363735
France	1924	5263511
Georgia	1924	8036858
Germany	1924	69938426
Greece	1924	21571717
Guinea	1924	0
High-income countries	1924	61413317
Hungary	1924	13748047
India	1924	13069953
Indonesia	1924	21324039
Iran	1924	12885218
Ireland	1924	18253099
Italy	1924	8440211
Japan	1924	1333551
Kazakhstan	1924	69708294
Kyrgyzstan	1924	22630712
Latvia	1924	19431311
Lithuania	1924	24249513
Low-income countries	1924	13930189
Lower-middle-income countries	1924	12994891
Malaysia	1924	70189625
Mauritania	1924	0
Mexico	1924	44368653
Moldova	1924	3010949
Montenegro	1924	22102943
Netherlands	1924	42303185
New Zealand	1924	2992281
Nigeria	1924	22288626
North America	1924	12378839
North America (excl. USA)	1924	37718546
North Korea	1924	13810201
North Macedonia	1924	60810727
Norway	1924	28450587
Oceania	1924	39433222
Papua New Guinea	1924	0
Peru	1924	724361
Philippines	1924	830614
Poland	1924	1914162
Portugal	1924	48006994
Romania	1924	76834416
Russia	1924	40982124
Serbia	1924	8719507
Sierra Leone	1924	0
Singapore	1924	0
Slovakia	1924	38958204
Slovenia	1924	75950634
South Africa	1924	3576961
South America	1924	3657334
South Korea	1924	4555411
Spain	1924	83233833
Sweden	1924	24448225
Switzerland	1924	18369185
Taiwan	1924	10227453
Tajikistan	1924	14881095
Trinidad and Tobago	1924	40858154
Turkey	1924	17406204
Turkmenistan	1924	47794732
Tuvalu	1924	0
Ukraine	1924	35793722
United Kingdom	1924	10268194
United States	1924	15423299
Upper-middle-income countries	1924	29831374
Uzbekistan	1924	28902668
Venezuela	1924	11385233
Vietnam	1924	18149455
World	1924	18824672
Zimbabwe	1924	9470679
Africa	1923	18666829
Algeria	1923	24340036
Andorra	1923	0
Argentina	1923	878486
Armenia	1923	9384544
Asia	1923	18099286
Asia (excl. China and India)	1923	35581172
Australia	1923	4598232
Austria	1923	27220185
Azerbaijan	1923	2462649
Belarus	1923	2043085
Belgium	1923	9363421
Bhutan	1923	0
Bosnia and Herzegovina	1923	47217587
Brazil	1923	15736738
Brunei	1923	0
Bulgaria	1923	3042359
Canada	1923	10275167
Chile	1923	7236214
China	1923	9890104
Colombia	1923	2769374
Cote d'Ivoire	1923	0
Croatia	1923	3664996
Czechia	1923	30268772
Democratic Republic of Congo	1923	19157061
Denmark	1923	31570709
Ecuador	1923	19091168
Egypt	1923	35621382
Estonia	1923	410951
Europe	1923	28706913
Europe (excl. EU-27)	1923	28752348
Europe (excl. EU-28)	1923	43605125
European Union (27)	1923	28678713
European Union (28)	1923	38322444
Finland	1923	4584993
France	1923	4722255
Georgia	1923	68075895
Germany	1923	51726303
Greece	1923	15461512
Guinea	1923	0
High-income countries	1923	6217037
Hungary	1923	14599559
India	1923	12333363
Indonesia	1923	1954948
Iran	1923	1142357
Italy	1923	70966345
Japan	1923	12937083
Kazakhstan	1923	5904613
Kyrgyzstan	1923	19169265
Latvia	1923	16357553
Lithuania	1923	20522484
Low-income countries	1923	12789126
Lower-middle-income countries	1923	11816134
Malaysia	1923	73946506
Mauritania	1923	0
Mexico	1923	4776592
Moldova	1923	25504118
Montenegro	1923	21416962
Netherlands	1923	38140323
New Zealand	1923	29305573
Nigeria	1923	19736933
North America	1923	14049711
North America (excl. USA)	1923	43385806
North Korea	1923	13359688
North Macedonia	1923	5983859
Norway	1923	25169272
Oceania	1923	36792982
Papua New Guinea	1923	0
Peru	1923	6060232
Philippines	1923	77426326
Poland	1923	2137205
Portugal	1923	42937863
Romania	1923	65966916
Russia	1923	3471575
Serbia	1923	8684614
Sierra Leone	1923	0
Singapore	1923	0
Slovakia	1923	31857824
Slovenia	1923	7473651
South Africa	1923	34767804
South America	1923	3030132
South Korea	1923	4406232
Spain	1923	78686756
Sweden	1923	206147
Switzerland	1923	19552894
Taiwan	1923	10001444
Tajikistan	1923	12604915
Trinidad and Tobago	1923	29950583
Turkey	1923	105359726
Turkmenistan	1923	40484288
Tuvalu	1923	0
Ukraine	1923	30318934
United Kingdom	1923	9793026
United States	1923	17478342
Upper-middle-income countries	1923	28494173
Uzbekistan	1923	24481893
Venezuela	1923	13468306
Vietnam	1923	15444769
World	1923	1893368
Zimbabwe	1923	9150087
Africa	1922	15595937
Algeria	1922	43066936
Andorra	1922	0
Argentina	1922	78188896
Armenia	1922	857342
Asia	1922	16588053
Asia (excl. China and India)	1922	3270819
Australia	1922	4546549
Austria	1922	285594
Azerbaijan	1922	22498086
Belarus	1922	18665065
Belgium	1922	7331574
Bhutan	1922	0
Bosnia and Herzegovina	1922	43613005
Brazil	1922	13153309
Brunei	1922	0
Bulgaria	1922	29115602
Canada	1922	7783743
Chile	1922	66380906
China	1922	8528475
Colombia	1922	2169629
Cote d'Ivoire	1922	0
Croatia	1922	3389492
Czechia	1922	2887832
Democratic Republic of Congo	1922	970514
Denmark	1922	29201694
Ecuador	1922	13474566
Egypt	1922	40802166
Estonia	1922	37231818
Europe	1922	30268605
Europe (excl. EU-27)	1922	27095795
Europe (excl. EU-28)	1922	3953041
European Union (27)	1922	32241726
European Union (28)	1922	40637374
Finland	1922	22284798
France	1922	4210048
Georgia	1922	6219248
Germany	1922	7145081
Greece	1922	11519845
Guinea	1922	0
High-income countries	1922	54926004
Hungary	1922	13667887
India	1922	12101957
Indonesia	1922	17123644
Iran	1922	9413449
Italy	1922	6858346
Japan	1922	12345562
Kazakhstan	1922	5394296
Kyrgyzstan	1922	17512478
Latvia	1922	14851505
Lithuania	1922	1873237
Low-income countries	1922	10103705
Lower-middle-income countries	1922	110385016
Malaysia	1922	5864455
Mauritania	1922	0
Mexico	1922	5753762
Moldova	1922	23299912
Montenegro	1922	19504273
Netherlands	1922	3878566
New Zealand	1922	27713943
Nigeria	1922	12901388
North America	1922	11003366
North America (excl. USA)	1922	4132183
North Korea	1922	11359345
North Macedonia	1922	5534047
Norway	1922	24167676
Oceania	1922	36104672
Papua New Guinea	1922	0
Peru	1922	61023134
Philippines	1922	7904721
Poland	1922	29668422
Portugal	1922	48024017
Romania	1922	56348056
Russia	1922	31717196
Serbia	1922	81295955
Sierra Leone	1922	0
Singapore	1922	0
Slovakia	1922	30252795
Slovenia	1922	69118553
South Africa	1922	29246798
South America	1922	26849338
South Korea	1922	37459387
Spain	1922	6898295
Sweden	1922	17052435
Switzerland	1922	15761833
Taiwan	1922	9492843
Tajikistan	1922	115155384
Trinidad and Tobago	1922	24421747
Turkey	1922	7286655
Turkmenistan	1922	36985356
Tuvalu	1922	0
Ukraine	1922	2769856
United Kingdom	1922	9199885
United States	1922	13424879
Upper-middle-income countries	1922	27905294
Uzbekistan	1922	2236599
Venezuela	1922	61922878
Vietnam	1922	1441181
World	1922	1683432
Zimbabwe	1922	7819926
Africa	1921	18404068
Algeria	1921	43493058
Andorra	1921	0
Argentina	1921	6108181
Armenia	1921	70944674
Asia	1921	15835518
Asia (excl. China and India)	1921	3022966
Australia	1921	44229965
Austria	1921	29782135
Azerbaijan	1921	1861698
Belarus	1921	15445173
Belgium	1921	66634197
Bhutan	1921	0
Bosnia and Herzegovina	1921	30239236
Brazil	1921	10263648
Brunei	1921	0
Bulgaria	1921	26788467
Canada	1921	9216849
Chile	1921	81396383
China	1921	83120845
Colombia	1921	4559312
Cote d'Ivoire	1921	0
Croatia	1921	23530896
Czechia	1921	32716296
Democratic Republic of Congo	1921	89061266
Denmark	1921	2074887
Ecuador	1921	1359134
Egypt	1921	43537762
Estonia	1921	30623263
Europe	1921	27314312
Europe (excl. EU-27)	1921	20407326
Europe (excl. EU-28)	1921	30324808
European Union (27)	1921	3161025
European Union (28)	1921	36847827
Finland	1921	8925359
France	1921	35732992
Georgia	1921	51463686
Germany	1921	7458013
Greece	1921	12768339
Guinea	1921	0
High-income countries	1921	5273324
Hungary	1921	11553258
India	1921	12397458
Indonesia	1921	1828578
Iran	1921	7576942
Ireland	1921	5816677
Italy	1921	588292
Japan	1921	11705152
Kazakhstan	1921	4463729
Kyrgyzstan	1921	14491434
Latvia	1921	12126721
Lithuania	1921	15379258
Low-income countries	1921	9101564
Lower-middle-income countries	1921	10621452
Malaysia	1921	4228714
Mauritania	1921	0
Mexico	1921	6141397
Moldova	1921	19280444
Montenegro	1921	1333332
Netherlands	1921	33514786
New Zealand	1921	27730386
Nigeria	1921	24603045
North America	1921	11192506
North America (excl. USA)	1921	4625234
North Korea	1921	11297185
North Macedonia	1921	38419056
Norway	1921	12671517
Oceania	1921	3510862
Papua New Guinea	1921	0
Peru	1921	5133837
Philippines	1921	7299334
Poland	1921	31324885
Portugal	1921	3517803
Romania	1921	47242472
Russia	1921	26247194
Serbia	1921	57125455
Sierra Leone	1921	0
Singapore	1921	0
Slovakia	1921	34022956
Slovenia	1921	47984156
South Africa	1921	34797127
South America	1921	23026231
South Korea	1921	37243112
Spain	1921	69182307
Sweden	1921	10378902
Switzerland	1921	11492369
Taiwan	1921	74526453
Tajikistan	1921	9529023
Trinidad and Tobago	1921	2503766
Tunisia	1921	9323392
Turkey	1921	60984403
Turkmenistan	1921	30605027
Tuvalu	1921	0
Ukraine	1921	22920296
United Kingdom	1921	68650475
United States	1921	13506341
Upper-middle-income countries	1921	27670524
Uzbekistan	1921	18507648
Venezuela	1921	4910049
Vietnam	1921	13347645
World	1921	16189123
Zimbabwe	1921	8893564
Africa	1920	18615878
Algeria	1920	37603965
Andorra	1920	0
Argentina	1920	66811925
Armenia	1920	66017926
Asia	1920	16290241
Asia (excl. China and India)	1920	32047436
Australia	1920	4987561
Austria	1920	22398405
Azerbaijan	1920	17324206
Belarus	1920	14372642
Belgium	1920	73041964
Bhutan	1920	0
Bosnia and Herzegovina	1920	28615624
Brazil	1920	13212247
Brunei	1920	0
Bulgaria	1920	21871549
Canada	1920	9844267
Chile	1920	6876454
China	1920	8693245
Cote d'Ivoire	1920	0
Croatia	1920	22295648
Czechia	1920	34148133
Democratic Republic of Congo	1920	44779727
Denmark	1920	22189536
Ecuador	1920	13714313
Egypt	1920	3568628
Estonia	1920	28389496
Europe	1920	301059
Europe (excl. EU-27)	1920	29314458
Europe (excl. EU-28)	1920	3239334
European Union (27)	1920	3059714
European Union (28)	1920	40602274
Finland	1920	8767508
France	1920	39392464
Georgia	1920	4788995
Germany	1920	67833967
Greece	1920	11744542
Greenland	1920	0
Guinea	1920	0
High-income countries	1920	61624417
Hungary	1920	70353717
India	1920	11597921
Indonesia	1920	17466317
Iran	1920	5750475
Ireland	1920	6992188
Italy	1920	48337826
Japan	1920	1318704
Kazakhstan	1920	4153766
Kyrgyzstan	1920	13485132
Latvia	1920	110546656
Lithuania	1920	14097822
Low-income countries	1920	8467396
Lower-middle-income countries	1920	9623654
Macao	1920	0
Malaysia	1920	3390862
Mauritania	1920	0
Mexico	1920	52290063
Moldova	1920	179416
Montenegro	1920	124403276
Netherlands	1920	32441351
New Zealand	1920	28706555
Nigeria	1920	21254402
North America	1920	13518507
North America (excl. USA)	1920	44085197
North Korea	1920	106683075
North Macedonia	1920	3640224
Norway	1920	20063963
Oceania	1920	38772018
Papua New Guinea	1920	0
Peru	1920	45688877
Philippines	1920	10975176
Poland	1920	3210359
Portugal	1920	34737837
Romania	1920	44221845
Russia	1920	24425979
Serbia	1920	54785824
Sierra Leone	1920	0
Singapore	1920	0
Slovakia	1920	3555813
Slovenia	1920	45465213
South Africa	1920	3580643
South America	1920	23831265
South Korea	1920	35155378
Spain	1920	6606284
Sweden	1920	17938646
Switzerland	1920	18687274
Taiwan	1920	83661634
Tajikistan	1920	88672854
Trinidad and Tobago	1920	21928375
Tunisia	1920	12539297
Turkey	1920	101682276
Turkmenistan	1920	28479788
Tuvalu	1920	0
Ukraine	1920	21328697
United Kingdom	1920	10109585
United States	1920	16730282
Upper-middle-income countries	1920	259993
Uzbekistan	1920	17222461
Venezuela	1920	4614224
Vietnam	1920	10101042
World	1920	18576044
Zimbabwe	1920	9085351
Africa	1919	17010342
Algeria	1919	31571276
Andorra	1919	0
Argentina	1919	4343018
Armenia	1919	7306241
Asia	1919	17177425
Asia (excl. China and India)	1919	33128104
Australia	1919	42898793
Austria	1919	46488458
Azerbaijan	1919	19172691
Belarus	1919	15906216
Belgium	1919	5960749
Bhutan	1919	0
Bosnia and Herzegovina	1919	21716572
Brazil	1919	11360232
Brunei	1919	0
Bulgaria	1919	16854392
Canada	1919	9048733
Chile	1919	972313
China	1919	8266413
Cote d'Ivoire	1919	0
Croatia	1919	16941702
Czechia	1919	34625878
Denmark	1919	25681522
Ecuador	1919	13843684
Egypt	1919	54725338
Estonia	1919	31371948
Europe	1919	2606613
Europe (excl. EU-27)	1919	28640451
Europe (excl. EU-28)	1919	32070532
European Union (27)	1919	24474974
European Union (28)	1919	3493931
Finland	1919	765875
France	1919	30121102
Georgia	1919	5299973
Germany	1919	61275907
Greece	1919	18567245
Guinea	1919	0
High-income countries	1919	53433895
Hungary	1919	60226184
India	1919	14359692
Indonesia	1919	16348104
Iran	1919	4575306
Ireland	1919	58496203
Italy	1919	5058378
Japan	1919	1424043
Kazakhstan	1919	45969737
Kyrgyzstan	1919	14924034
Latvia	1919	118986435
Lithuania	1919	15259653
Low-income countries	1919	6537513
Lower-middle-income countries	1919	11077391
Malaysia	1919	2399917
Mauritania	1919	0
Mexico	1919	28329973
Moldova	1919	19855943
Montenegro	1919	93084574
Netherlands	1919	32627368
New Zealand	1919	33914278
Nigeria	1919	16333163
North America	1919	11529166
North America (excl. USA)	1919	3264033
North Korea	1919	835481
North Macedonia	1919	27660793
Norway	1919	20193615
Oceania	1919	349445
Papua New Guinea	1919	0
Peru	1919	427656
Philippines	1919	63966974
Poland	1919	11475124
Portugal	1919	35867843
Romania	1919	37900984
Russia	1919	270338
Serbia	1919	42136863
Sierra Leone	1919	0
Singapore	1919	0
Slovakia	1919	35986185
Slovenia	1919	34547552
South Africa	1919	32852855
South America	1919	21414374
South Korea	1919	27516454
Spain	1919	7546415
Sweden	1919	13350625
Switzerland	1919	11947299
Taiwan	1919	809389
Tajikistan	1919	981348
Trinidad and Tobago	1919	16561657
Turkey	1919	67845345
Turkmenistan	1919	31518584
Tuvalu	1919	0
Ukraine	1919	23604484
United Kingdom	1919	9811919
United States	1919	14442194
Upper-middle-income countries	1919	2037228
Uzbekistan	1919	19060121
Venezuela	1919	6578598
Vietnam	1919	95605895
World	1919	16123312
Zimbabwe	1919	817324
Africa	1918	16625711
Algeria	1918	31769325
Andorra	1918	0
Argentina	1918	30175075
Armenia	1918	8632334
Asia	1918	15737234
Asia (excl. China and India)	1918	3025489
Australia	1918	46090527
Austria	1918	5139487
Azerbaijan	1918	22652513
Belarus	1918	18793176
Belgium	1918	44886656
Bhutan	1918	0
Brazil	1918	8775744
Brunei	1918	0
Bulgaria	1918	29048544
Canada	1918	10857058
Chile	1918	10053619
China	1918	7631273
Cote d'Ivoire	1918	0
Czechia	1918	36351259
Denmark	1918	27356389
Ecuador	1918	13979664
Egypt	1918	6949286
Estonia	1918	37096173
Europe	1918	30801651
Europe (excl. EU-27)	1918	29658635
Europe (excl. EU-28)	1918	34830752
European Union (27)	1918	31503482
European Union (28)	1918	41321235
Finland	1918	23738442
France	1918	28037887
Georgia	1918	6261941
Germany	1918	79522567
Greece	1918	21936638
Guinea	1918	0
High-income countries	1918	629482
Hungary	1918	13553615
India	1918	13189174
Indonesia	1918	15424564
Iran	1918	36171955
Ireland	1918	5716058
Italy	1918	51772255
Japan	1918	13025132
Kazakhstan	1918	54313195
Kyrgyzstan	1918	17632717
Latvia	1918	13576692
Lithuania	1918	17510127
Low-income countries	1918	55709705
Lower-middle-income countries	1918	1055195
Malaysia	1918	21349983
Mauritania	1918	0
Mexico	1918	21178455
Moldova	1918	2345981
Netherlands	1918	21878452
New Zealand	1918	37971926
Nigeria	1918	17813101
North America	1918	13676883
North America (excl. USA)	1918	3391382
North Korea	1918	7174825
Norway	1918	17149223
Oceania	1918	3757969
Papua New Guinea	1918	0
Peru	1918	4253142
Philippines	1918	32611
Poland	1918	42455487
Portugal	1918	18286845
Romania	1918	26055261
Russia	1918	31942242
Sierra Leone	1918	0
Singapore	1918	0
Slovakia	1918	38232825
South Africa	1918	32077305
South America	1918	18617024
South Korea	1918	23613453
Spain	1918	7986781
Sweden	1918	13991245
Switzerland	1918	14960932
Taiwan	1918	60258925
Tajikistan	1918	115946114
Trinidad and Tobago	1918	19919591
Tunisia	1918	17479597
Turkey	1918	32969177
Turkmenistan	1918	37239203
Tuvalu	1918	0
Ukraine	1918	2788867
United Kingdom	1918	1007166
United States	1918	17309261
Upper-middle-income countries	1918	1852605
Uzbekistan	1918	22519505
Venezuela	1918	67399226
Vietnam	1918	91037005
World	1918	18731953
Zimbabwe	1918	79867965
Africa	1917	17112114
Algeria	1917	12771984
Andorra	1917	0
Argentina	1917	27412286
Armenia	1917	21844018
Asia	1917	15395772
Asia (excl. China and India)	1917	3126331
Australia	1917	4294743
Austria	1917	530146
Azerbaijan	1917	57322234
Belarus	1917	47556135
Belgium	1917	48281446
Bhutan	1917	0
Brazil	1917	9640374
Brunei	1917	0
Bulgaria	1917	23553593
Canada	1917	10549546
Chile	1917	1032047
China	1917	71104296
Cote d'Ivoire	1917	0
Czechia	1917	42114573
Denmark	1917	23717608
Ecuador	1917	14122485
Egypt	1917	34258686
Estonia	1917	9416911
Europe	1917	33960104
Europe (excl. EU-27)	1917	34833848
Europe (excl. EU-28)	1917	75339913
European Union (27)	1917	33428311
European Union (28)	1917	4404052
Finland	1917	3943303
France	1917	31264672
Georgia	1917	15845804
Germany	1917	825984
Greece	1917	16241549
Guinea	1917	0
High-income countries	1917	63291073
Hungary	1917	14969016
India	1917	11748533
Indonesia	1917	15571162
Iran	1917	28786203
Ireland	1917	59687242
Italy	1917	4407476
Japan	1917	12434045
Kazakhstan	1917	13743956
Kyrgyzstan	1917	4461957
Latvia	1917	32956722
Lithuania	1917	42744452
Low-income countries	1917	0
Lower-middle-income countries	1917	12151096
Malaysia	1917	21193038
Mauritania	1917	0
Mexico	1917	18048993
Moldova	1917	59365076
Netherlands	1917	13223999
New Zealand	1917	3925337
Nigeria	1917	10060412
North America	1917	13224688
North America (excl. USA)	1917	31732907
Norway	1917	13600785
Oceania	1917	35402331
Papua New Guinea	1917	0
Peru	1917	44366112
Philippines	1917	12464845
Poland	1917	5001783
Portugal	1917	2771171
Romania	1917	20625353
Russia	1917	80834514
Sierra Leone	1917	0
Singapore	1917	0
Slovakia	1917	45009766
South Africa	1917	34212754
South America	1917	18753076
Spain	1917	7616103
Sweden	1917	11992307
Switzerland	1917	15964996
Taiwan	1917	5108382
Tajikistan	1917	2934009
Trinidad and Tobago	1917	1388149
Tunisia	1917	12776712
Turkey	1917	28002854
Turkmenistan	1917	9423387
Tuvalu	1917	0
Ukraine	1917	7057229
United Kingdom	1917	1085709
United States	1917	16785204
Upper-middle-income countries	1917	24046105
Uzbekistan	1917	5698561
Venezuela	1917	25294641
Vietnam	1917	93191184
World	1917	19117817
Zimbabwe	1917	90929615
Africa	1916	15768538
Algeria	1916	6419031
Andorra	1916	0
Argentina	1916	628643
Armenia	1916	2395557
Asia	1916	1435114
Asia (excl. China and India)	1916	28646827
Australia	1916	4077536
Austria	1916	13923472
Azerbaijan	1916	6292657
Belarus	1916	5216706
Belgium	1916	61035175
Bhutan	1916	0
Brazil	1916	11347267
Brunei	1916	0
Bulgaria	1916	19302687
Canada	1916	9651729
Chile	1916	96249306
China	1916	676246
Cote d'Ivoire	1916	0
Czechia	1916	4437441
Denmark	1916	32976382
Egypt	1916	14760709
Estonia	1916	10358483
Europe	1916	34657066
Europe (excl. EU-27)	1916	36284158
Europe (excl. EU-28)	1916	87423176
European Union (27)	1916	33675299
European Union (28)	1916	4445075
Finland	1916	5894642
France	1916	28037076
Georgia	1916	17374523
Germany	1916	78622327
Greece	1916	11776632
Guinea	1916	0
High-income countries	1916	60698524
Hungary	1916	15177413
India	1916	11253865
Indonesia	1916	14856015
Iran	1916	20243679
Ireland	1916	5623177
Italy	1916	6440776
Japan	1916	10928257
Kazakhstan	1916	15065179
Kyrgyzstan	1916	48926425
Latvia	1916	34660006
Lithuania	1916	45217404
Low-income countries	1916	57666562
Lower-middle-income countries	1916	12041843
Malaysia	1916	18203099
Mauritania	1916	0
Mexico	1916	11855552
Moldova	1916	6510068
Netherlands	1916	34724345
New Zealand	1916	4357717
Nigeria	1916	29996943
North America	1916	12121509
North America (excl. USA)	1916	26965916
North Korea	1916	7541412
Norway	1916	31034336
Oceania	1916	34347842
Papua New Guinea	1916	0
Peru	1916	44022787
Philippines	1916	59159
Poland	1916	4451905
Portugal	1916	5014904
Romania	1916	24690309
Russia	1916	8863051
Sierra Leone	1916	0
Singapore	1916	0
Slovakia	1916	4803844
South Africa	1916	32490325
South America	1916	23966143
South Korea	1916	24709727
Spain	1916	86420304
Sweden	1916	27885792
Switzerland	1916	22253122
Taiwan	1916	3966131
Tajikistan	1916	3216488
Trinidad and Tobago	1916	1107449
Tunisia	1916	48174607
Turkey	1916	3634728
Turkmenistan	1916	10332665
Tuvalu	1916	0
Ukraine	1916	7739778
United Kingdom	1916	11030396
United States	1916	15469336
Upper-middle-income countries	1916	2381817
Uzbekistan	1916	62467873
Venezuela	1916	25488494
Vietnam	1916	9707738
World	1916	18405812
Zimbabwe	1916	826294
Africa	1915	13349853
Andorra	1915	0
Argentina	1915	89772624
Armenia	1915	22684832
Asia	1915	13180086
Asia (excl. China and India)	1915	2616868
Australia	1915	46662683
Austria	1915	5402496
Azerbaijan	1915	5964867
Belarus	1915	49412978
Belgium	1915	4590686
Bhutan	1915	0
Brazil	1915	1265072
Brunei	1915	0
Bulgaria	1915	16113916
Canada	1915	7869652
Chile	1915	8062289
China	1915	57669863
Cote d'Ivoire	1915	0
Czechia	1915	4143263
Denmark	1915	34145477
Egypt	1915	7615343
Estonia	1915	9838724
Europe	1915	33219702
Europe (excl. EU-27)	1915	35243979
Europe (excl. EU-28)	1915	8441556
European Union (27)	1915	32008748
European Union (28)	1915	424975
Finland	1915	3512162
France	1915	26233315
Georgia	1915	16450012
Germany	1915	72489376
Greece	1915	39533107
Guinea	1915	0
High-income countries	1915	56476126
Hungary	1915	15146629
India	1915	1113691
Indonesia	1915	13366841
Iran	1915	13871565
Ireland	1915	52781772
Italy	1915	6527092
Japan	1915	99746436
Kazakhstan	1915	14259088
Kyrgyzstan	1915	4632517
Latvia	1915	3147518
Lithuania	1915	4130339
Low-income countries	1915	7000777
Lower-middle-income countries	1915	11510567
Malaysia	1915	69266595
Mauritania	1915	0
Mexico	1915	98650604
Moldova	1915	6164467
Netherlands	1915	38591523
New Zealand	1915	43396163
Nigeria	1915	84196444
North America	1915	10988781
North America (excl. USA)	1915	21958468
North Korea	1915	9243198
Norway	1915	3354548
Oceania	1915	38045247
Papua New Guinea	1915	0
Peru	1915	42832032
Philippines	1915	6446343
Poland	1915	38353822
Portugal	1915	5187191
Romania	1915	42543808
Russia	1915	83912086
Sierra Leone	1915	0
Singapore	1915	0
Slovakia	1915	45298004
South Africa	1915	28018916
South America	1915	27075934
South Korea	1915	30178302
Spain	1915	74564177
Sweden	1915	2663359
Switzerland	1915	23503044
Taiwan	1915	29304942
Tajikistan	1915	30447948
Trinidad and Tobago	1915	9066915
Turkey	1915	7288794
Turkmenistan	1915	97830063
Tuvalu	1915	0
Ukraine	1915	73295563
United Kingdom	1915	10691779
United States	1915	14121179
Upper-middle-income countries	1915	22008587
